Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
"D’autres instruments ont «sniffé» les gaz à la surface de la comète et la récolte a été bonne. Le robot, qui pèse 100 kg sur la Terre, a une masse d’un gramme sur la comète, a recueilli une mine d’images et de données scientifiques, transmis à la sonde Rosetta qui les a renvoyés sur Terre.",,C1,B2,B2
"Un sondage auprès des Français, commandé à l’occasion de la Semaine du son qui commence lundi 21 janvier, montre l’influence majeure du bruit sur la vie quotidienne.",,B2,B2,B2
"« Nous sommes avant tout des êtres visuels, rétiniens, et nous oublions souvent que l’audition et donc le son, l’acoustique jouent un rôle sur notre perception de l’environnement, remarque Christian Hugonnet, président de la Semaine du son, qui se tient du 21 janvier au 3 février 2019.",,B2,C1,C1
"Pour cet ingénieur du son, « ces perceptions influent sur notre comportement ».",,B1,B1,B1
"À l’occasion de la manifestation, qui se déroule dans tout le pays, les organisateurs ont commandé un sondage.",,B1,B1,B1
Il en ressort que 82 % des Français interrogés se déclarent très sensibles à l’environnement sonore.,,B2,B1,B2
"Dans un lieu public, 79% des sondés considèrent même qu’un excès de bruit peut entraîner de la tension, de l’agressivité voire de la violence.",,B1,B1,B1
"Autre enseignement : 61 % des personnes interrogées ne sont pas satisfaites de l’environnement sonore au travail, essentiellement à cause des bureaux ouverts (les « open spaces »).",,B1,B1,B1
"Ces lieux, où on parle toujours plus fort au téléphone (de l’ordre de 10 décibels), sont propices à la fatigue et la dispersion de l’attention, disent-elles.",,B2,B1,B2
Plus d’un Français sur deux se dit également insatisfait dans les lieux de restauration où l’on inflige au client une « musique d’ambiance ».,,B2,B2,B2
"Mais ils ne sont plus que 41 % dans les supermarchés et les centres commerciaux, et moins d’un tiers (31 %) chez le coiffeur.",,B2,B1,B2
"Quant aux lieux de transit, ils sont largement décriés. 48 % des sondés sont insatisfaits dans les aéroports, 49 % dans les bus, 54 % dans les gares ferroviaires et 61 % dans le métro, alors même que les architectes, les urbanistes et les ingénieurs du bâtiment doivent prendre en compte cette dimension dans la conception.",,B1,B2,B1
Une conférence aura d’ailleurs lieu avec l’architecte Roland Castro sur ce thème le 22 janvier à l’Unesco.,,B1,B1,B1
"À l’inverse, les Français en ont une perception relativement positive des places publiques. D’une manière générale, les « effets sonores d’ambiance » suscitent des réactions ambivalentes selon l’âge (les jeunes les apprécient plus) et selon les catégories socioprofessionnelles, les personnes de catégories aisées trouvant les lieux publics trop bruyants.",,B2,B1,B2
Il existe toutefois des environnements sonores plaisants.,,B1,B1,B1
"Sans surprise, les Français apprécient les sons de la nature comme le vent dans les feuilles, la pluie ou les vagues (65 %), le crépitement d’un feu de bois (50 %) ou des cris et les chants des animaux à la campagne (40 %).",,C1,B2,C1
"De même, l’écoute de la musique, seule, est appréciée par 54 % de nos concitoyens.",,B2,B2,B2
 Prend-on suffisamment en compte la pollution sonore ?,,B1,B1,B1
L’oreille humaine entend les sons allant de 0 décibel (seuil d’audition) à 140 dB.,,B2,B1,B1
"Le seuil de douleur est à environ 120 dB, mais l’oreille est vulnérable dès le seuil de 90 dB avec une écoute de plusieurs heures.",,B2,B2,B2
"Une conversation normale se fait à 60 dB, tandis que le bruit du vent dans les arbres atteint les 20 dB.",,B2,B2,B2
"Enfin, selon le Haut conseil en santé publique, les « lieux diffusant de la musique amplifiée » ne doivent pas dépasser le niveau moyen de 105 dB durant quinze minutes, ce qui est rarement respecté.",,B2,B2,B2
"Des balades sur les quais de Seine jusqu’au pont des Arts, des pauses déjeuner au jardin du Luxembourg, des plans de la tour Eiffel et de l’Opéra Garnier : les décors de la série « Emily in Paris » semblent tout droit tirés d’un guide touristique.",,C1,B2,B2
Darren Star annonce qu’elle est « inspirée de sa propre histoire d’amour qui dure depuis toujours avec Paris et la culture française ».,,B2,B2,B2
"Elle semble plutôt le fruit d’une vision fantasmée et déconnectée de la réalité, qui accentue la déformation américaine de la représentation de notre capitale.",,B2,C1,C1
"On a l’impression de voir Paris comme si la ville n’existait que sur Instagram, où les influenceurs postent des selfies à répétition, comme l’héroïne de « Emily in Paris », se mettant en scène dans des lieux idylliques.",,C1,C1,C1
"La série suit en effet Emily, jeune femme salariée d’une entreprise de marketing à Chicago, aux Etats-Unis, qui accepte un poste à Paris alors qu’elle ne parle que trois mots de notre langue.",,B2,B2,B2
"Au départ, c’est sa cheffe qui devait traverser l’Atlantique, se réjouissant que « les Français aiment les femmes mûres, la preuve : leur président est jeune, sexy et il a épousé sa prof ».",,B2,B2,B2
"Côté cliché, ça commence bien et ce n’est qu’un début.",,B1,B2,B2
" Sur place, l’accueil des nouveaux collègues d’Emily est glacial.",,B1,B1,B1
"Car, en fait, les Français n’ont pas franchement le beau rôle : désagréables, disant non à tout, préférant fumer plutôt que de manger, démarrant leur journée de travail à 10 h 30, ils sont aussi présentés comme étant les rois de l’infidélité, une pratique acceptée de tous, y compris des compagnes ou compagnons trompés.",,B2,B2,B2
Les hommes sont dépeints comme des amants incroyables et insatiables au lit. ,,B1,C1,C1
"D’ailleurs, tous les personnages masculins croisés par l’héroïne – en dehors de ses collègues – sont dans un rapport de séduction.",,B2,B2,B2
"Un enchaînement de clichés gênants et agaçants, même quand on a beaucoup d’autodérision.",,B2,B2,B2
"Certes, « Emily in Paris » est une production américaine qui semble s’adresser avant tout au public outreAtlantique, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",,C1,C1,C1
D’autant qu’il n’y a pas vraiment d’effort pour que tout cela soit crédible.,,A2,B1,A2
"Pas une scène dans le métro, un bouquet d’une douzaine de roses acheté à 5,60 euros, un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2 , on se demande dans quel Paris ces personnages vivent.",,B2,B2,B2
"Côté intrigue, pas de fulgurance non plus, l’évolution des personnages et les rebondissements n’ont rien d’original.",,B1,B2,B1
"Si on cherche des côtés positifs à cette bluette, quelques répliques sont bien senties et des scènes comiques réussies, notamment quand il est question des subtilités de notre langue et des faux amis, ces mots qui se ressemblent entre anglais et français avec des significations différentes.",,B2,C1,B2
A regarder en VO pour ne rien perdre de ce décalage.,,B1,A2,B1
"Les fans des costumes de Carrie Bradshaw dans «Sex and the City» se régaleront devant les tenues d’Emily, de la même créatrice, Patricia Field (même si on lève les yeux au ciel quand Emily se met à porter des bérets).",,B2,B1,B2
"A noter que la série a tout de même été entièrement tournée à Paris et dans la campagne française (pour une escapade en Champagne, notamment).",,B2,B1,B2
"De plus, tous les personnages du cru autour de Lily Collins sont joués par des comédiens français, Philippine Leroy-Beaulieu en tête.",,B1,B1,B1
C’est déjà ça.,,A1,A1,A1
Je ne comprends pas.,,A1,A1,A1
Je préfère celui-ci.,,A1,A1,A1
J’ai mangé une pomme.,,A1,A1,A1
Je ne veux pas.,,A1,A1,A1
Je m’appelle Henri.,,A1,A1,A1
Je ne veux pas aller au cinéma.,,A1,A1,A1
Les animaux marchent dans le zoo.,,A1,A1,A1
Il ne me laisse pas regarder la télévision.,,A1,A1,A1
Le chat est arrivé dans le salon et il gratté le fauteuil avec ses griffes.,,A1,A1,A1
"Il est monté sur le bras du fauteuil, mais au même moment Simon s'est assis dans le fauteuil pour regarder la télévision.",,A1,A1,A1
"Le chat a voulu s’asseoir dans le fauteuil, mais Simon n'a pas voulu.",,A1,A1,A1
Le chat a alors fait tomber la télécommande.,,A1,A1,A1
"Pendant que Simon s'est levé pour la ramasser, le chat s'est assis dans le fauteuil.",,A1,A1,A1
"Simon a mis le chat par terre,mais le chat est revenu sur le fauteuil.",,A1,A1,A1
Le chat s'est alors accroché au coussin et Simon ne l'a pas vu.,,A1,A1,A1
Finalement Simon a cassé le fauteuil et le chat était content sur son coussin.,,A2,A1,A1
La Fête des mères est un jour très spécial durant lequel les mamans sont mises à l'honneur.,,A2,A1,A1
"Elle se déroule dans de nombreux pays, mais à des dates et avec des traditions différentes.",,B1,A2,A2
"Aux Etats-Unis, en Ethiopie ou en Thaïlande, découvrez comment se déroule la Fête des mères dans le monde.",,A2,A2,A2
"Les toutes premières traces de la Fête des mères remontent à l'Antiquité, où les Grecs célébraient Rhéa, la Mère des Divinités.",,A2,A2,A2
"Aujourd'hui, de nombreux pays fêtent les mamans aux quatre coins du monde, à des dates et avec des traditions différentes.",,A2,A2,A2
Toutes ces fêtes ont le même but : remercier les mamans pour ce qu'elles font toute l'année !,,A2,A2,A2
"La plupart des pays ont fixé la date de la Fête des mères au 2e dimanche de mai : les Etats-Unis, de nombreux pays européens, la Chine, l'Equateur, Taïwan, la Turquie...",,A2,A2,A2
"D'autres fêtent les mamans en février, en mars, en août... en bref, toute l'année !",,A2,A2,A2
"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",,B1,A2,A2
Certains pays ont cependant des coutumes assez éloignées des nôtres.,,A2,B1,B1
"En Ethiopie, la date de la Fête des mères n'est ni fixe, ni déterminée à l'avance : elle dépend directement de la fin de la période des pluies !",,A2,A2,A2
"Dès que le temps s'éclaircit, en octobre ou en novembre, les membres d'une même famille se retrouvent pour célébrer les mamans.",,A2,A2,A2
"Ils mangent, dansent et chantent durant 3 jours pour cette fête baptisée Antrosht !",,A2,A2,A2
"Au Népal, la Fête des mères a lieu le dernier jour du mois Baishakh (en avril ou en mai) et honore les mères qui ont perdu la vie.",,A2,A2,A2
"Pour leur rendre hommage, certains partent en pèlerinage vers les étangs Matatirtha, au sud-ouest de Kathmandu.",,A2,B1,A2
"La Thaïlande célèbre les mamans le 12 août, le jour de l'anniversaire de la reine Sirikit, considérée comme la mère de tous.",,A2,B1,A2
"Lors de cette fête nationale, les Thaïlandais offrent à leur maman un bouquet de jasmin, dont la blancheur rappelle la pureté de l'amour d'une mère pour son enfant.",,B1,B2,B1
"En Chine, la Fête des mères a lieu le 2e dimanche de mai.",,B1,A2,B1
"A cette occasion, les enfants offrent des cadeaux à leur mère mais aussi de jolis œillets.",,B1,B1,B1
Ces fleurs colorées sont également offertes pour la Fête des mères au Japon ou encore en Australie.,,B1,A2,B1
"Au Mexique, les mamans sont toujours célébrées le 10 mai.",,A2,A1,A2
"Les enfants poussent la chansonnette en interprétant ""Las Mañanitas"" (littéralement ""Les petits matins""), un air festif traditionnel.",,B1,B1,B1
"Enfin, au Moyen-Orient, la Fête des mères a lieu le premier jour du printemps, soit le 21 mars.",,A2,B1,B2
Ce sont les journalistes égyptiens Mustafa et Ali Amin qui eurent l'idée d'introduire cette fête dans leur pays.,,A2,B1,B2
"Ils avaient auparavant reçu une lettre d'une veuve qui, après avoir consacré sa vie à élever seule ses enfants, ne recevait leurs visites qu'en de très rares occasions.",,A2,B1,B2
"Emus, les journalistes ont suggéré l'idée de célébrer les mères en Egypte, puis la fête s'est propagée vers d'autres pays arabes.",,A2,B1,B2
 Car l'importance des mères pour leurs enfants est tout simplement internationale !,,A2,A2,A2
"Occasion de se retrouver pour certains, semeur de zizanie pour d’autres, le confinement met tous les couples à l’épreuve.",,A2,A2,A2
Le Wall Street Journal a recueilli les témoignages de Parisiens en quarantaine avec leur conjoint.,,B1,A2,B1
Faiza Farah se remémore avec émotion son arrivée à Paris. ,,A1,A2,A1
"Quitter sa Californie natale pour épouser un Français et s’installer avec lui dans la ville de l’amour, “c’était comme vivre un rêve éveillé”, raconte-t-elle au Wall Street Journal.",,A2,A2,A2
" Aujourd’hui, Paris est confinée, et Faiza Farah enfermée avec son mari et leur fils de 11 mois dans leur appartement de 37 m2 .",,A2,A2,A2
" “Quand j’ai appris la nouvelle, je me suis dit : ‘On va s’entretuer’”, rapporte-t-elle au quotidien économique américain.",,B1,A2,B1
" La ville aux décors romantiques, où les couples se promènent le long de la Seine et se demandent en mariage devant la tour Eiffel, a mis les amoureux sous clé. ",,B1,A2,B1
"Qu’ils soient mariés depuis des années ou vivant pour la première fois sous le même toit, le confinement va mettre tous les couples à l’épreuve.",,B1,A2,B1
" “Je dis souvent à mon mari pour plaisanter que l’on pourrait assister à une nouvelle vague de naissances ou à un pic de divorces”, raconte Mme Farah.",,B2,B2,B2
"Pour les couples déjà installés, et notamment ceux avec enfants, le problème du partage des tâches domestiques est accentué par une proximité ininterrompue.",,B2,B2,B2
"Beaucoup voient leur nid familial sous un nouveau jour : “Les appartements parisiens des arrondissements historiques sont peut-être plein de charme, mais ils sont surtout trop petits”, se moque le Wall Street Journal.",,B2,B1,B2
C’est aussi un test pour les couples nouvellement formés ou qui n’avaient jamais expérimenté la vie à deux.,,B1,B1,B1
"Entre l’annonce du confinement et les premières amendes pour déplacement sans attestation, ceux-là n’ont eu que “seize heures pour évaluer l’état de leur relation” et décider de s’isoler ensemble.",,B1,B2,B1
"Pour Catherine Down, c’est un soulagement de ne pas avoir à traverser cette épreuve toute seule, même si l’idée de partager son petit studio l’a d’abord angoissée.",,B1,B1,B1
"En couple avec un Français depuis près d’un an, c’est la première fois que cette Américaine de 33 ans vit avec un conjoint.",,B2,B1,B2
"“Je n’ai pas l’habitude d’être en compagnie de quelqu’un vingt-quatre heures sur vingt-quatre et sept jours sur sept”, reconnaît cette chroniqueuse culinaire.",,B2,B1,B1
"Pour l’heure, l’isolement à l’improviste semble leur réussir : ils ont ouvert une bouteille de champagne pour fêter leur emménagement ensemble et en gardent une au frais pour célébrer la fin du confinement.",,B1,B2,B2
"D’autres supportent moins bien cette promiscuité et “commencent déjà à voir les murs se refermer sur eux”, note le quotidien américain, qui a recueilli le témoignage d’Hugo, 26 ans.",,B2,C1,C1
"Quand l’annonce du confinement est tombée, la jeune femme avec qui il entretient une relation depuis quelques mois était chez lui.",,B1,B2,B2
Elle a décidé de s’y installer.,,A1,A1,A1
"Après quelques jours, un “silence inconfortable” est apparu.",,A2,A2,A2
"“On apprend à s’ennuyer ensemble, raconte Hugo.",,A2,A2,A2
Je m’inquiète beaucoup pour notre relation.,,A1,A1,A1
"C'est dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",,A2,A2,A2
Un défi pour la physiologie du corps humain !,,B1,A2,A2
"La thermorégulation, soit la régulation de la température corporelle, peut pomper toutes les énergies, et la survie est impossible plus d'un jour ou deux sans eau.",,B2,B2,B2
"Les Bédouins le savent mieux que personne : pour supporter le soleil et la chaleur, cette population nomade qui arpente les déserts du Maroc à l'Arabie, a développé de véritables stratégies... dont certaines à rebours des idées reçues.",,B2,B1,B1
Les voici en sept points.,,A2,A1,A1
"Un habitat aéré plutôt que calfeutré Dans les déserts chauds, contrairement aux environnements froids, le but n'est pas tant de se calfeutrer, à moins de trouver refuge dans une habitation faite de matériaux isolants, comme la pierre, que de trouver un abri aéré.",,B2,B2,B2
"Les tentes des nomades offrent un asile tempéré, à condition d'être ouvertes pour favoriser l'installation d'un courant d'air qui évacue la chaleur.",,B1,B2,B2
"En effet, la toile frappée par les rayons du soleil emmagasine de la chaleur et réchauffe l'air à son contact.",,B1,B2,B2
"Pour compenser les pertes d'eau par transpiration, il faut se réhydrater en continu : dans le désert, il peut être nécessaire de boire jusqu'à 10 litres d'eau par jour.",,B2,B2,B2
"Et, paradoxalement, boire froid n'est pas la bonne parade.",,A1,B2,A1
Pour preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par jour.,,B2,B2,B2
"Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température interne du corps et stimule ainsi la transpiration.",,B1,B2,B1
La sueur perle et s'évapore en dissipant la chaleur du corps.,,B1,B2,B1
"Au final, dans le désert, une boisson chaude se révèle rafraîchissante !",,B2,B2,B2
"En été dans le désert, l'amplitude thermique varie de 45 °C en journée à 15 °C la nuit.",,B1,C1,B1
"Le feu est donc le bienvenu à la tombée du jour, tant pour cuisiner que pour s'éclairer ou se réchauffer.",,A2,A2,A2
"Le campement est souvent établi en fonction de différents critères : à l'abri du vent derrière des rochers, bien orienté pour retarder l'incidence des premiers rayons du soleil et avoir de l'ombre.",,B1,B1,B1
"Des nattes posées sur les tapis permettent de dormir à même le sol dans les tentes, avec ou sans une couverture de laine de mouton.",,B2,B2,B2
"Sous une chaleur torride, mieux vaut éviter les plats trop lourds à digérer.",,B1,B1,B1
La digestion est plus difficile.,,A2,A1,A2
"Les Bédouins privilégient les aliments riches en fibres et en eau (légumes, lait, pita, soupe, volaille...), auxquels ils ajoutent un peu de sel.",,B1,B1,B1
"En effet, la transpiration fait perdre, outre de l'eau, beaucoup de sels minéraux, notamment du sodium.",,B1,B1,B1
"Il est donc important de compenser cette perte en mangeant du sel sous peine de développer des troubles graves : contractures musculaires, malaises, convulsions, détresse respiratoire...",,C1,B2,C1
"Sans compter que, c'est désormais prouvé, contrairement à ce qu'on peut penser, manger salé donne moins soif !",,B2,B2,B2
"Quand la température frôle les 50 °C à midi, le moindre effort physique, même la marche, devient une épreuve.",,B1,B1,B1
Une partie de l'énergie fournie pour se déplacer est transformée en chaleur.,,B1,B1,B1
"C'est pourquoi, dans le désert, les premiers déplacements s'effectuent tôt le matin, avant 8 h 30, pour profiter de la fraîcheur persistante de la nuit.",,B2,B1,B2
"Par fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du soleil. ",,B2,B1,B2
"Les Bédouins, eux, se couvrent de la tête aux pieds pour s'en protéger.",,B1,B1,B1
Ils portent au moins deux couches de vêtements amples.,,B2,B2,B2
L'air chauffé par la couche extérieure s'élève à l'intérieur et s'évacue par l'encolure.,,B2,B2,B2
Le courant d'air ainsi créé permet à la sueur - qui absorbe la chaleur du corps - de s'évaporer et ainsi de le refroidir.,,B1,B2,B1
"Dans le désert, tous les hommes n'ont pas la peau noire.",,B1,A2,B1
"Certains, comme les Bédouins, sont des Blancs à la peau mate et tannée par le soleil.",,B1,A2,B1
"Leur peau est partiellement ""protégée"" par la mélanine, le pigment qui donne à la peau sa couleur et contribue à son épaississement.",,B1,B2,B1
"Celle-ci étant plus foncée que chez les Européens blancs, elle leur offre une protection naturelle contre le soleil car les UV, pourtant très intenses dans ce milieu désertique, atteignent moins les couches profondes de l'épiderme (50 % ou plus pour une carnation claire, 15 % pour une peau noire).",,C1,B2,C1
"A défaut d'avoir la peau bronzée, ou mate, l'utilisation d'une crème solaire à indice élevé (50) est essentielle, tout comme le port du cheich (foulard) qui, remonté sur le nez, diminue la surface exposée.",,B1,B2,B1
"Les lunettes, quant à elles, protègent à la fois du soleil et des tempêtes de sable !",,B2,B1,B2
"Les femmes gagnent du terrain, mais les stéréotypes de genre persistent.",,B1,B1,B1
"Selon une étude de l'Insee publiée jeudi 23 novembre, les femmes sont un peu plus nombreuses à pratiquer une activité physique.",,B1,B1,B1
"Mais un certain écart demeure avec les hommes, notamment chez les plus jeunes.",,B1,B1,B1
"""Le manque de temps ou la faible médiatisation du sport féminin peuvent expliquer la moindre pratique physique ou sportive des jeunes femmes"", note cette étude d'Insee Première.",,B2,B2,B2
"En 2015, 45% de femmes de 16 ans ou plus et résidant en France métropolitaine déclarent avoir pratiqué au moins une activité physique ou sportive dans les douze derniers mois, contre 50% d'hommes.",,B2,B2,B2
L'indicateur n'était que de 40% chez les femmes en 2009.,,A2,A2,A2
"Les femmes sont aussi plus nombreuses à exercer une activité physique ou sportive chaque semaine : en 2015, c'est le cas de 32% d'entre elles contre 26% en 2009, tandis que la part des hommes est passée de 31 à 33%.",,C1,B2,C1
"Les écarts hommes-femmes restent ""particulièrement marqués"" chez les plus jeunes : 50% des femmes âgées de 16 à 24 ans déclarent avoir pratiqué au moins une activité physique ou sportive dans l'année et 33% régulièrement chaque semaine, contre respectivement 63% et 45% des hommes de cette classe d'âge.",,C1,B2,C1
"Selon l'institut, qui s'appuie là sur d'autres études ou recherches, les raisons évoquées peuvent être multiples : ""lassitude"", ""manque de temps"", ""difficultés de transport ou insatisfactions liées à l'ambiance"".",,C1,B2,C1
"""Les jeunes filles peuvent aussi être découragées par un manque d'offre ou de créneaux horaires attrayants"", note l'Insee.",,B2,B1,B2
"Le manque de temps pour les femmes est aussi un facteur important chez les femmes de 25-30 ans, ""période de la vie où se conjuguent souvent entrée sur le marché du travail et constitution d'une famille"".",,B2,B2,B2
"Ainsi, les écarts de pratique hommes-femmes varient selon le type de ménage : faibles pour les personnes en couple sans enfant (1 point) et pour les personnes seules (4 points), ils atteignent 8 points en défaveur des femmes parmi les couples avec enfants.",,C1,B2,C1
"Autre facteur, une plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) cités dans l'étude.",,C1,B2,C1
"""Or, une forte exposition médiatique d'un événement sportif, qui plus est lorsqu'elle est associée à de bonnes performances de la part des sportifs (en particulier français), est susceptible de générer un engouement pour la pratique sportive"", explique l'Insee.",,C1,C1,C1
"Enfin, les stéréotypes de genre sont toujours à l'œuvre : ""de fait, l'activité sportive choisie par les enfants (ou leurs parents) est souvent fonction des valeurs qu'elle véhicule : grâce, souplesse, agilité pour les filles ; endurance, rapport de force et esprit de compétition pour les garçons"", écrit l'Insee, en citant un rapport du Commissariat général à la stratégie et à la prospective.",,C1,C1,C1
"Si certaines disciplines comme la marche à pied ou la natation sont mixtes, ""les femmes sont ainsi largement minoritaires"" dans les sports de raquette, avec une représentation d'un tiers en tennis, squash, badminton ou tennis de table, et encore moins dans les sports collectifs (football, basket-ball, volley-ball, handball) avec un pratiquant sur cinq.",,C1,C1,C1
"""Les femmes sont en revanche surreprésentées en danse (62% de tous les pratiquants) et encore davantage en gymnastique (79%)"", note l'Insee.",,B2,B2,B2
"Si le smartphone fait partie de notre quotidien et rend de nombreux services, de récentes recherches montrent qu’il présente des risques dont ses utilisateurs doivent se méfier.",,C1,C1,C1
"Les personnes qui l’utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et déprimées.",,B2,B2,B2
Il peut également rendre « addict ». Le smartphone est aujourd’hui omniprésent dans nos vies : 58 % des Français déclarent avoir leur mobile 24h sur 24 h avec eux ; 41 % le consultent même au milieu de la nuit et 7 % vont jusqu’à répondre à leurs messages dans leur lit.,,B2,B2,B2
"Dans une récente synthèse des recherches menées sur les grands usagers des smartphones et des réseaux sociaux, les chercheurs ont mis en évidence une plus grande probabilité de souffrir de certains problèmes psychologiques : anxiété, dépression et addiction.",,C2,B2,C2
Les réseaux sociaux sont l’objet d’un étonnant paradoxe.,,B2,B2,B2
Ils sont censés apporter divertissements et satisfaction.,,B1,B1,B1
Les consulter est le premier geste du matin pour 48 % des 18-34 ans.,,B1,B1,B1
"Pourtant, plus les gens sont actifs sur Facebook ou Instagram, et plus leur humeur est négative après y être allés.",,B2,B1,B2
"Plus grave, un lien a été mis en évidence entre ces usages et des symptômes de dépression.",,B1,B1,B1
Les préadolescents et adolescents semblent particulièrement sensibles.,,B2,B1,B2
"En particulier, chez les adolescents qui perçoivent leur réseau amical dans la vie réelle comme étant de faible qualité, les longues durées passées sur Facebook sont associées à davantage de troubles dépressifs et d’anxiété sociale.",,C1,C1,C1
Qu’est-ce qui contribue à ces troubles ? ,,B1,A2,B1
"Premièrement, comme les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable que la nôtre.",,C1,C1,C1
Regarder la vie « heureuse » des autres sur les réseaux sociaux fait penser que sa propre existence est moins plaisante.,,B2,B2,B2
"Deuxièmement, il y a souvent la crainte, lorsqu’on n’est pas sur les réseaux sociaux, de « louper quelque chose ».",,B1,B2,B1
Ce phénomène est appelé en anglais : FOMO (fear of missing out).,,A2,B1,A2
"Par exemple, on craint que les autres aient des expériences enrichissantes sans nous.",,B1,B1,B1
Cette peur conduit l’internaute à vouloir prendre connaissance au plus tôt des nouvelles informations qui y circulent.,,B2,B2,B2
"Quand elle est élevée, la FOMO est souvent associée à une humeur très fréquemment négative, une faible satisfaction de sa vie en général et à plus de symptômes dépressifs.",,B2,B1,B2
Ces deux problèmes psychologiques sont souvent ressentis par des personnes qui utilisent Internet pour satisfaire un fort besoin de popularité et de reconnaissance sociale qu’elles n’arrivent souvent pas à réaliser dans leur vie « réelle ».,,C1,C1,C1
"Ainsi, les likes, tweets, partages et autres messages sont, pour elles, autant de signes de reconnaissance sociale et deviennent une véritable monnaie d'échange affectif.",,B2,B2,B2
Les effets négatifs ne se font pas ressentir uniquement chez les « gros » utilisateurs.,,B1,A2,B1
En effet beaucoup de personnes ont parfois l’impression de ne rien faire de significatif et de perdre du temps inutilement sur les réseaux sociaux.,,B2,B1,B2
"Si les individus les trouvent divertissants à court terme, ils sont susceptibles d’éprouver, au final, de la culpabilité liée, soit au fait qu’ils ont négligé d’autres tâches plus importantes à effectuer, soit à des sentiments négatifs proches de ceux ressentis lors de comportements de procrastination.",,C1,C1,C1
"Si certains internautes continuent à fréquenter activement les réseaux sociaux, c’est d’ailleurs parce qu’ils ont tendance à faire une « erreur de prévision affective » : ils espèrent toujours se sentir mieux après y être allés alors que, c’est souvent l’inverse qui se produit.",,C1,C1,C1
"Plus de la moitié des personnes déclarent éprouver de l’anxiété en cas de perte de leur smartphone, quand elles sont contraintes de l’éteindre ou si elles ne peuvent pas l’utiliser, soit à cause d’une mauvaise couverture réseau ou d’une batterie faible, soit parce que le mobile n’est pas à portée de main.",,C1,C1,C1
"Par ailleurs, 42 % des adolescents déclarent qu’ils seraient « dévastés » s’ils devaient quitter leur foyer plusieurs jours sans leur téléphone.",,B2,B1,B2
"Cette anxiété est à l’origine de l’apparition d’un nouveau trouble, spécifique aux smartphones : la nomophobie.",,B2,C1,B2
"Née de la contraction anglaise de « no-mobile phobia », la nomophobie est, en simplifiant, une crainte obsédante et continuelle, de ne pas avoir son smartphone en état de marche avec soi.",,B2,C1,B2
"En outre, une utilisation excessive du smartphone est souvent associée à des « hallucinations » sonores et à des perceptions de « signaux fantômes » en provenance du téléphone.",,B1,B2,B1
"Les individus pensent avoir perçu un signal indiquant un appel entrant, un message ou une notification, alors qu’en fait, rien n'a été émis. ",,B2,B1,B2
"Ce phénomène, source de stress, est répandu puisque la moitié des personnes étudiées perçoivent des signaux fantômes au moins une fois par semaine.",,B2,B1,B2
"Il est particulièrement observé chez les personnes ayant un besoin de popularité développé, qui considèrent dès lors le moindre signal du smartphone comme un possible indicateur de leur degré de popularité.",,B2,B1,B2
L’apparition de ces problématiques est trop récente pour qu’elles soient explicitement répertoriées parmi les troubles psychiatriques.,,B1,B2,B1
On manque de recul et d’études sur l’ampleur et la « gravité » des phénomènes.,,B2,B1,B2
"Cependant, pour ne pas tomber dans le piège de l’« addiction » et des anxiétés générées par le smartphone et les réseaux sociaux, il s’agit d’abord d’en prendre conscience pour réguler ses propres conduites et celles des adolescents.",,B2,B2,B2
"Ces pratiques de bon sens ne nous épargneront pas une analyse plus approfondie des raisons pour lesquelles les usagers sont si fortement attachés à Internet, aux réseaux sociaux et au smartphone et pourquoi ils ont une telle crainte de ne plus pouvoir les utiliser.",,B2,B2,B2
"La communication numérique offre la possibilité de combler de nombreux besoins existentiels, narcissiques et sociaux, difficiles à satisfaire dans la « vie réelle ».",,B2,B2,B2
Ces derniers sont souvent générés ou amplifiés par une société toujours plus individualiste et ambivalente.,,B2,B2,B2
"D’un côté, elle génère de nouveaux besoins alimentant toujours plus le narcissisme, auxquels adolescents et jeunes adultes sont si sensibles (comme le besoin de popularité) et, de l’autre côté, elle provoque nombre de frustrations.",,B2,C1,B2
"Comme l’enfant séparé de sa mère trouve dans son « doudou » un moyen de se rassurer, le smartphone, objet transitionnel, ne permettrait-il pas de lutter contre les frustrations et affects négatifs provoqués par le monde social ?",,C1,C1,C2
